   1.10000002       1.00000005E-03
   1.09999943       2.00000009E-03
   1.09999824       2.99999979E-03
   1.09999645       3.99999926E-03
   1.09999418       4.99999803E-03
   1.09999132       5.99999633E-03
   1.09998786       6.99999370E-03
   1.09998381       7.99999014E-03
   1.09997916       8.99998564E-03
   1.09997392       9.99998022E-03
   1.09996819       1.09999739E-02
   1.09996188       1.19999656E-02
   1.09995496       1.29999556E-02
   1.09994745       1.39999446E-02
   1.09993935       1.49999317E-02
   1.09993064       1.59999169E-02
   1.09992146       1.69999003E-02
   1.09991169       1.79998819E-02
   1.09990132       1.89998597E-02
   1.09989035       1.99998356E-02
   1.09987879       2.09998097E-02
   1.09986663       2.19997801E-02
   1.09985399       2.29997486E-02
   1.09984076       2.39997134E-02
   1.09982693       2.49996763E-02
   1.09981251       2.59996355E-02
   1.09979749       2.69995909E-02
   1.09978199       2.79995445E-02
   1.09976590       2.89994944E-02
   1.09974921       2.99994405E-02
   1.09973192       3.09993830E-02
   1.09971404       3.19993198E-02
   1.09969556       3.29992548E-02
   1.09967661       3.39991860E-02
   1.09965706       3.49991135E-02
   1.09963691       3.59990373E-02
   1.09961617       3.69989537E-02
   1.09959483       3.79988663E-02
   1.09957290       3.89987752E-02
   1.09955049       3.99986804E-02
   1.09952748       4.09985781E-02
   1.09950387       4.19984721E-02
   1.09947968       4.29983623E-02
   1.09945488       4.39982451E-02
   1.09942961       4.49981242E-02
   1.09940374       4.59979996E-02
   1.09937727       4.69978675E-02
   1.09935021       4.79977317E-02
   1.09932256       4.89975885E-02
   1.09929442       4.99974415E-02
   1.09926569       5.09972870E-02
   1.09923637       5.19971289E-02
   1.09920645       5.29969633E-02
   1.09917593       5.39967902E-02
   1.09914482       5.49966134E-02
   1.09911323       5.59964292E-02
   1.09908104       5.69962412E-02
   1.09904826       5.79960458E-02
   1.09901488       5.89958429E-02
   1.09898090       5.99956326E-02
   1.09894645       6.09954186E-02
   1.09891140       6.19951971E-02
   1.09887576       6.29949719E-02
   1.09883952       6.39947355E-02
   1.09880280       6.49944916E-02
   1.09876549       6.59942403E-02
   1.09872758       6.69939816E-02
   1.09868908       6.79937154E-02
   1.09864998       6.89934418E-02
   1.09861040       6.99931607E-02
   1.09857023       7.09928796E-02
   1.09852946       7.19925910E-02
   1.09848809       7.29922950E-02
   1.09844613       7.39919916E-02
   1.09840369       7.49916807E-02
   1.09836066       7.59913623E-02
   1.09831703       7.69910365E-02
   1.09827280       7.79907033E-02
   1.09822810       7.89903626E-02
   1.09818280       7.99900144E-02
