        1842   24307952.0    
           1   1095.94727    
           2   1978.83057    
           1  -1318.89404    
           2  -2481.52734    
           3  -34.2114258    
           1   5687.34570    
           2  -1419.54297    
           3  -138.603516    
           1  -2851.83423    
           2   3402.86328    
           3   408.273438    
           4   6220.69141    
           2   1345.16406    
           3   3602.17188    
           4   5515.70312    
           5   6253.45703    
           2   2393.77344    
           3   2858.29688    
           4  -389.933594    
           5   6999.10156    
           6   10222.3789    
           2   392.851562    
           3   4924.51953    
           4   2071.98828    
           5   4252.85938    
           6   12222.4336    
           2   2576.05078    
           3   4353.76953    
           4   3342.84766    
           5   2979.91797    
           6   8717.23438    
           3   8038.71094    
           4   4340.95312    
           5   1881.89844    
           6   5033.04688    
           7   12630.6875    
           4   6662.46875    
           5   2367.84375    
           6  -1588.37500    
           7   8727.20312    
           8   18414.3750    
           4   7369.80469    
           5   4772.42969    
           6  -785.312500    
           7   2655.84375    
           8   14982.8125    
           4   9435.32812    
           5   5809.25000    
           6  -213.867188    
           7  -140.382812    
           8   7264.08594    
           5   8426.98438    
           6   2132.11719    
           7  -605.031250    
           8   3418.92969    
           9   12847.6172    
           5   9360.92188    
           6   4487.07031    
           7   2158.19531    
           8  -553.789062    
           9   9741.88281    
          10   19960.4453    
           5   12064.5000    
           6   5940.08594    
           7   4253.64844    
           8   1971.53125    
           9   6049.10938    
          10   16822.2109    
           6   6906.06250    
           7   5033.71875    
           8   3068.64062    
           9   5061.51562    
          10   11836.5625    
           6   8011.65625    
           7   6027.84375    
           8   3945.43750    
           9   5028.10938    
          10   9628.40625    
          11   17625.7969    
           6   8797.74219    
           7   6340.37500    
           8   3673.81250    
           9   4569.71875    
          10   4226.93750    
          11   14198.9375    
          12   22979.6094    
           7   6856.56250    
           8   3407.34375    
           9   4912.90625    
          10   4738.87500    
          11   9691.34375    
          12   20087.2344    
           7   7309.09375    
           8   2566.00000    
           9   4372.03125    
          10   3779.90625    
          11   7081.42188    
          12   14259.7812    
           8   2427.10938    
           9   3825.15625    
          10   4278.17188    
          11   5093.71875    
          12   10597.4688    
          13   20539.2656    
           8   3709.01562    
           9   3577.46875    
          10   3263.84375    
          11   4901.17188    
          12   5386.46875    
          13   16198.5156    
          14   25835.5938    
           9   5103.84375    
          10   3594.23438    
          11   4668.25000    
          12   5762.10938    
          13   11526.5312    
          14   22313.0156    
           9   6850.64062    
          10   4663.92188    
          11   4526.84375    
          12   4264.68750    
          13   8849.31250    
          14   16349.1094    
           9   10587.7031    
          10   6858.03125    
          11   5264.39062    
          12   4152.79688    
          13   6253.26562    
          14   12592.4844    
          15   22570.1875    
          10   8680.00000    
          11   6213.73438    
          12   3883.43750    
          13   5759.89062    
          14   6639.42188    
          15   18541.4688    
          16   29156.0938    
          10   10262.1094    
          11   8252.09375    
          12   5420.28125    
          13   5353.40625    
          14   6200.90625    
          15   12709.2188    
          16   25105.2969    
          10   11303.6875    
          11   9825.51562    
          12   6271.65625    
          13   5698.84375    
          14   5332.71875    
          15   10262.0000    
          16   18870.7812    
          11   11452.4219    
          12   8246.03125    
          13   6416.32812    
          14   5561.28125    
          15   8440.28125    
          16   15439.0156    
          17   26249.3438    
          11   12026.9531    
          12   8847.29688    
          13   7379.87500    
          14   4888.56250    
          15   8097.75000    
          16   11557.0938    
          17   22314.6250    
          18   33273.9375    
          11   16172.2344    
          12   10461.0000    
          13   8781.37500    
          14   6230.43750    
          15   7221.03125    
          16   11210.2500    
          17   18432.2812    
          18   29098.0938    
          12   11137.9375    
          13   10726.5625    
          14   6226.06250    
          15   7474.90625    
          16   9649.46875    
          17   15948.1875    
          18   24517.6562    
          13   11599.5312    
          14   8763.81250    
          15   7281.65625    
          16   9863.81250    
          17   13819.7188    
          18   21460.2188    
          19   32568.4062    
          13   13224.2812    
          14   9341.62500    
          15   9493.46875    
          16   8742.12500    
          17   13123.6250    
          18   17319.2188    
          19   28606.1875    
          20   39738.1875    
          13   14295.7812    
          14   11482.1250    
          15   9974.81250    
          16   10726.3438    
          17   12198.7500    
          18   17036.3125    
          19   24895.4375    
          20   35931.3125    
          14   12186.9688    
          15   11384.2812    
          16   10538.7188    
          17   13018.0312    
          18   15148.2812    
          19   21973.4688    
          20   31259.7188    
          15   11677.1875    
          16   11682.8125    
          17   13372.9688    
          18   16063.2500    
          19   19436.3750    
          20   27711.8125    
          21   40371.9062    
          15   12263.3125    
          16   11000.2500    
          17   13663.2188    
          18   15154.5625    
          19   19759.5938    
          20   23147.3438    
          21   36291.9375    
          22   48393.3125    
          15   13629.3125    
          16   12039.0000    
          17   13424.0312    
          18   15725.3438    
          19   19181.7812    
          20   23466.5938    
          21   31740.7500    
          16   11746.1875    
          17   13132.3125    
          18   14406.3750    
          19   18891.8750    
          20   22014.3438    
          21   29451.8125    
          22   39031.0625    
          16   12758.1875    
          17   12918.7500    
          18   14733.1562    
          19   17886.4375    
          20   21855.2188    
          21   27874.4062    
          22   36554.2812    
          17   13724.6875    
          18   13753.5000    
          19   17089.4062    
          20   19845.5000    
          21   26498.4688    
          22   31304.0938    
          17   13050.3750    
          18   13545.1875    
          19   16090.5312    
          20   19420.4688    
          21   24801.5625    
          22   30605.3125    
          23   39583.6250    
          18   12215.3438    
          19   15042.1875    
          20   17360.4375    
          21   23551.8125    
          22   27510.4375    
          23   35667.9375    
          24   45887.5000    
          18   12738.4062    
          19   13901.2188    
          20   16392.8438    
          21   21721.3125    
          22   26627.3125    
          23   33246.7188    
          24   42575.6562    
          19   14666.0938    
          20   14090.0938    
          21   20291.2812    
          22   24259.7188    
          23   31199.7812    
          24   37270.0625    
          19   15022.4062    
          20   14656.3438    
          21   18259.2500    
          22   23380.0625    
          23   29369.0938    
          24   35647.8125    
          25   45271.5625    
          19   16637.4062    
          20   15339.1875    
          21   18384.7500    
          22   20964.1250    
          23   27776.0000    
          24   32799.7812    
          25   41629.0938    
          26   52428.9375    
          20   16140.6562    
          21   19099.9375    
          22   21211.0938    
          23   25689.8125    
          24   31722.2188    
          25   38540.2188    
          26   48500.0000    
          20   17919.0625    
          21   19501.3438    
          22   21274.6875    
          23   25452.0312    
          24   29059.5312    
          25   36648.1250    
          26   43328.9062    
          22   21896.4375    
          23   25266.4375    
          24   28618.6562    
          25   34398.1250    
          26   41717.4688    
          27   51990.8125    
          21   21320.1562    
          22   22179.7500    
          23   25636.7812    
          24   27586.7188    
          25   33396.8438    
          26   38541.0000    
          27   48066.9062    
          28   59558.6875    
          22   23606.0625    
          23   25995.6562    
          24   28229.7188    
          25   32266.6562    
          26   37592.0625    
          27   44591.4688    
          28   55287.1250    
          22   25002.6250    
          23   26794.0000    
          24   28044.6875    
          25   32305.6250    
          26   35873.5312    
          27   43282.0625    
          28   49644.8750    
          23   27743.4375    
          24   29216.7812    
          25   32118.4375    
          26   35931.5312    
          27   41781.2500    
          28   48568.3750    
          29   59371.3125    
          23   29182.8125    
          24   29126.1250    
          25   32377.2500    
          26   34717.2812    
          27   41319.2812    
          28   46595.5625    
          29   56524.6250    
          30   68619.1875    
          23   30261.2500    
          24   30995.9375    
          25   32631.4375    
          26   35262.5000    
          27   40076.9062    
          28   46089.8125    
          29   54390.7500    
          30   65551.8125    
          23   32030.2500    
          24   30998.5625    
          25   33395.4375    
          26   34689.4375    
          27   40101.8750    
          28   44270.0000    
          29   53217.8125    
          30   61538.1250    
          24   32421.5000    
          25   33876.8125    
          26   35714.1250    
          27   39392.1875    
          28   44335.0625    
          29   51446.0000    
          30   60565.2500    
          24   32495.6250    
          25   34867.2500    
          26   35381.5625    
          27   39769.0625    
          28   42694.3750    
          29   50824.5000    
          30   57954.4375    
          31   68566.5000    
          25   35384.7500    
          26   36568.7500    
          27   39359.8125    
          28   43192.2500    
          29   49283.8750    
          30   57463.5000    
          31   66449.8750    
          25   36365.5000    
          26   36440.6250    
          27   39834.6875    
          28   41936.1875    
          29   49068.9375    
          30   55249.8125    
          31   65223.7500    
          32   73748.1875    
          25   36962.0000    
          26   37854.6875    
          27   39966.7500    
          28   42676.5625    
          29   47903.6875    
          30   55316.1875    
          31   63328.0000    
          32   73024.8125    
          26   37562.5000    
          27   41103.3125    
          28   41597.1250    
          29   48027.6875    
          30   53325.0000    
          31   62589.0000    
          32   70065.0625    
          26   38591.8750    
          27   40834.8125    
          28   42198.9375    
          29   47138.1250    
          30   53795.3125    
          31   60765.6250    
          32   69694.5625    
          33   79151.3125    
          27   41895.8125    
          28   41822.3750    
          29   47554.3125    
          30   52137.7500    
          31   60353.5000    
          32   67018.4375    
          33   77922.9375    
          27   41418.9375    
          28   42838.0000    
          29   47037.6875    
          30   52701.3125    
          31   58907.7500    
          32   67020.1875    
          33   75697.1875    
          34   85907.7500    
          28   42646.4375    
          29   48047.0000    
          30   51543.8125    
          31   58629.3750    
          32   64651.5625    
          33   74880.7500    
          28   43846.8750    
          29   47496.6250    
          30   52320.3125    
          31   57695.0625    
          32   64925.8750    
          33   72746.8125    
          28   43580.4375    
          30   51057.7500    
          31   58103.7500    
          32   62839.0000    
          33   72350.9375    
          34   79071.5000    
          35   90626.6875    
          36   99681.9375    
          30   51912.8125    
          31   56831.8750    
          32   63288.8750    
          33   70522.9375    
          34   78997.8750    
          35   88256.1250    
          36   98323.7500    
          30   50751.8750    
          31   56928.6875    
          32   61294.7500    
          33   70093.0625    
          34   76189.6250    
          35   87048.2500    
          36   95354.1250    
          37   107420.875    
          30   51768.1250    
          31   55948.1875    
          32   61602.3125    
          33   68346.0000    
          34   76003.7500    
          35   84701.3750    
          36   94140.9375    
          37   104575.312    
          30   50963.0000    
          31   56281.5625    
          32   59949.8125    
          33   68132.2500    
          34   73627.0625    
          35   83627.0000    
          36   91171.6875    
          37   102485.688    
          30   51833.0625    
          31   55656.8125    
          32   60303.7500    
          33   66495.5000    
          34   73610.3125    
          35   81677.3125    
          36   90344.3125    
          37   100199.188    
          38   110460.875    
          30   51642.6875    
          31   55593.5625    
          32   58966.8750    
          33   66242.2500    
          34   71445.2500    
          35   81084.8750    
          36   87626.2500    
          37   98752.5625    
          38   107599.375    
          31   55453.8750    
          32   59337.1875    
          33   65009.7500    
          34   71479.2500    
          35   79010.6250    
          36   87251.1875    
          37   96443.8750    
          38   106241.812    
          39   116754.062    
          30   52313.3750    
          31   56280.8125    
          32   58328.0000    
          33   64809.3750    
          34   69487.2500    
          35   78401.4375    
          36   84608.7500    
          37   95263.9375    
          38   103235.812    
          31   55722.7500    
          32   59147.3125    
          33   63609.1875    
          34   69408.1875    
          35   76437.8750    
          36   84292.6875    
          37   93062.7500    
          38   102486.125    
          39   112449.812    
          40   123058.750    
          32   58429.1250    
          33   63765.5625    
          34   67673.3750    
          35   75744.3125    
          36   81778.6875    
          37   92096.3125    
          38   99347.3125    
          39   111025.562    
          40   120089.188    
          33   63075.7500    
          34   68130.5000    
          35   73963.1875    
          36   81477.9375    
          37   89859.6875    
          38   98592.4375    
          39   108499.188    
          40   118794.000    
          41   129713.750    
          34   66636.8125    
          35   73669.3750    
          36   79013.0625    
          37   88547.4375    
          38   95646.0000    
          39   106978.125    
          34   68041.5000    
          35   72205.5625    
